Number	Words	First Letter	Last Letter	Length		Notes
48697	ohjauspylväs	o	s	12		
48698	ohjauspyörä	o	ä	11		
48699	ohjauspöytä	o	ä	11		
48700	ohjaussauva	o	a	11		
48701	ohjaustanko	o	o	11		
48702	ohjaustaulu	o	u	11		
48703	ohjaustehostin	o	n	14		
48704	ohjausvaihde	o	e	12		
48705	ohjautua	o	a	8		
48706	ohjautuvuus	o	s	11		
48707	ohje	o	e	4		
48708	ohjeellinen	o	n	11		
48709	ohjehinta	o	a	9		
48710	ohjeistaa	o	a	9		
48711	ohjeisto	o	o	8		
48712	ohjeistus	o	s	9		
48713	ohjekirja	o	a	9		
48714	ohjekirjanen	o	n	12		
48715	ohjelma	o	a	7		
48716	ohjelmainen	o	n	11		
48717	ohjelmajulistus	o	s	15		
48718	ohjelmakirjasto	o	o	15		
48719	ohjelmalehtinen	o	n	15		
48720	ohjelmallinen	o	n	13		
48721	ohjelmallisesti	o	i	15		
48722	ohjelmallisuus	o	s	14		
48723	ohjelmamusiikki	o	i	15		
48724	ohjelmanjulistus	o	s	16		
48725	ohjelmanmuutos	o	s	14		
48726	ohjelmansiirto	o	o	14		
48727	ohjelmansiirtoketju	o	u	19		
48728	ohjelmansiirtoverkko	o	o	20		
48729	ohjelmanumero	o	o	13		
48730	ohjelmanvalitsin	o	n	16		
48731	ohjelmapalvelu	o	u	14		
48732	ohjelmasarja	o	a	12		
48733	ohjelmatoimisto	o	o	15		
48734	ohjelmatuotanto	o	o	15		
48735	ohjelmavihkonen	o	n	15		
48736	ohjelmisto	o	o	10		
48737	ohjelmoida	o	a	10		
48738	ohjelmoija	o	a	10		
48739	ohjelmointi	o	i	11		
48740	ohjelmointikieli	o	i	16		
48741	ohjemerkki	o	i	10		
48742	ohjenopeus	o	s	10		
48743	ohjenuora	o	a	9		
48744	ohjepalkka	o	a	10		
48745	ohjesääntö	o	ö	10		
48746	ohjevähittäishinta	o	a	18		
48747	ohjus	o	s	5		
48748	ohjusase	o	e	8		
48749	ohjusristeilijä	o	ä	15		
48750	ohjussiilo	o	o	10		
48751	ohjussukellusvene	o	e	17		
48752	ohjustentorjuntaohjus	o	s	21		
48753	ohjustukikohta	o	a	14		
48754	ohjusvene	o	e	9		
48755	ohkainen	o	n	8		
48756	ohkolevy	o	y	8		
48757	ohmi	o	i	4		
48758	oho	o	o	3		
48759	ohoh	o	h	4		
48760	ohoi	o	i	4		
48761	ohra	o	a	4		
48762	ohrahiutale	o	e	11		
48763	ohrahiutalepuuro	o	o	16		
48764	ohrainen	o	n	8		
48765	ohraisesti	o	i	10		
48766	ohrajauho	o	o	9		
48767	ohrajauhovelli	o	i	14		
48768	ohraleipä	o	ä	9		
48769	ohrana	o	a	6		
48770	ohranjyvä	o	ä	9		
48771	ohransiemen	o	n	11		
48772	ohrantähkä	o	ä	10		
48773	ohranviljely	o	y	12		
48774	ohrapelto	o	o	9		
48775	ohrapirtelö	o	ö	11		
48776	ohrapuuro	o	o	9		
48777	ohrarieska	o	a	10		
48778	ohraryyni	o	i	9		
48779	ohraryynipuuro	o	o	14		
48780	ohrasuurimo	o	o	11		
48781	ohravelli	o	i	9		
48782	ohuelti	o	i	7		
48783	ohuesti	o	i	7		
48784	ohuinen	o	n	7		
48785	ohukainen	o	n	9		
48786	ohukaisjauhe	o	e	12		
48787	ohukaispannu	o	u	12		
48788	ohukaistaikina	o	a	14		
48789	ohukas	o	s	6		
48790	ohut	o	t	4		
48791	ohuthuulinen	o	n	12		
48792	ohutkalvo	o	o	9		
48793	ohutkalvotekniikka	o	a	18		
48794	ohutkaulainen	o	n	13		
48795	ohutkuorinen	o	n	12		
48796	ohutneulabiopsia	o	a	16		
48797	ohutneulanäyte	o	e	14		
48798	ohutpohjainen	o	n	13		
48799	ohutrunkoinen	o	n	13		
48800	ohutsuoli	o	i	9		
48801	ohuttukkainen	o	n	13		
48802	ohuus	o	s	5		
48803	oi	o	i	2		
48804	oidipaalinen	o	n	12		
48805	oidipuskompleksi	o	i	16		
48806	oieta	o	a	5		
48807	oijoi	o	i	5		
48808	oikaista	o	a	8		
48809	oikaisu	o	u	7		
48810	oikaisulukija	o	a	13		
48811	oikaisuluku	o	u	11		
48812	oikaisuvedos	o	s	12		
48813	oikea	o	a	5		
48814	oikea-aikainen	o	n	14		
48815	oikea-aikaisesti	o	i	16		
48816	oikea-aikaisuus	o	s	15		
48817	oikeaan	o	n	7		
48818	oikeakielinen	o	n	13		
48819	oikeakielisyys	o	s	14		
48820	oikeakielisyysohje	o	e	18		
48821	oikeakierteinen	o	n	15		
48822	oikeakätinen	o	n	12		
48823	oikeakätisyys	o	s	13		
48824	oikealla	o	a	8		
48825	oikealle	o	e	8		
48826	oikealta	o	a	8		
48827	oikeamielinen	o	n	13		
48828	oikeamielisesti	o	i	15		
48829	oikeamielisyys	o	s	14		
48830	oikeammin	o	n	9		
48831	oikeanlainen	o	n	12		
48832	oikeanpuoleinen	o	n	15		
48833	oikeansuuntainen	o	n	16		
48834	oikeaoppinen	o	n	12		
48835	oikeaoppisesti	o	i	14		
48836	oikeaoppisuus	o	s	13		
48837	oikeassa	o	a	8		
48838	oikeastaan	o	n	10		
48839	oikeasti	o	i	8		
48840	oikeauskoinen	o	n	13		
48841	oikeellinen	o	n	11		
48842	oikeellisuus	o	s	12		
48843	oikein	o	n	6		
48844	oikeinkirjoitus	o	s	15		
48845	oikeinkirjoitussääntö	o	ö	21		
48846	oikein-merkki	o	i	13		
48847	oikein päin	o	n	11		
48848	oikeisto	o	o	8		
48849	oikeistodiktatuuri	o	i	18		
48850	oikeistoenemmistö	o	ö	17		
48851	oikeistohallitus	o	s	16		
48852	oikeistolainen	o	n	14		
48853	oikeistolaistua	o	a	15		
48854	oikeistolaisuus	o	s	15		
48855	oikeistolehdistö	o	ö	16		
48856	oikeistolehti	o	i	13		
48857	oikeistopiiri	o	i	13		
48858	oikeistopoliitikko	o	o	18		
48859	oikeistopolitiikka	o	a	18		
48860	oikeistopuolue	o	e	14		
48861	oikeistosiipi	o	i	13		
48862	oikeistovoimat	o	t	14		
48863	oikeudellinen	o	n	13		
48864	oikeudellisesti	o	i	15		
48865	oikeudenala	o	a	11		
48866	oikeudenhoito	o	o	13		
48867	oikeudenistunto	o	o	15		
48868	oikeudenkäynti	o	i	14		
48869	oikeudenkäyntiasiakirja	o	a	23		
48870	oikeudenkäyntiasiamies	o	s	22		
48871	oikeudenkäyntiavustaja	o	a	22		
48872	oikeudenkäyntikulut	o	t	19		
48873	oikeudenkäyntivaltakirja	o	a	24		
48874	oikeudenkäyttö	o	ö	14		
48875	oikeudenloukkaus	o	s	16		
48876	oikeudenmukainen	o	n	16		
48877	oikeudenmukaisesti	o	i	18		
48878	oikeudenmukaisuus	o	s	17		
48879	oikeudenomistaja	o	a	16		
48880	oikeudentunto	o	o	13		
48881	oikeudentuntoinen	o	n	17		
48882	oikeudenvastainen	o	n	17		
48883	oikeudenvastaisesti	o	i	19		
48884	oikeudenvastaisuus	o	s	18		
48885	oikeudeton	o	n	10		
48886	oikeudettomasti	o	i	15		
48887	oikeus	o	s	6		
48888	oikeusala	o	a	9		
48889	oikeusapu	o	u	9		
48890	oikeusaputoimisto	o	o	17		
48891	oikeusasema	o	a	11		
48892	oikeusasia	o	a	10		
48893	oikeusasiamies	o	s	14		
48894	oikeusaste	o	e	10		
48895	oikeusavustaja	o	a	14		
48896	oikeushallinto	o	o	14		
48897	oikeushammaslääketiede	o	e	22		
48898	oikeushenkilö	o	ö	13		
48899	oikeushistoria	o	a	14		
48900	oikeushyvä	o	ä	10		
48901	oikeusistuin	o	n	12		
48902	oikeusjuttu	o	u	11		
48903	oikeusjärjestys	o	s	15		
48904	oikeuskansleri	o	i	14		
48905	Oikeuskanslerinvirasto	O	o	22		
48906	oikeuskelpoinen	o	n	15		
48907	oikeuskelpoisuus	o	s	16		
48908	oikeuskäsittely	o	y	15		
48909	oikeuskäsitys	o	s	13		
48910	oikeuskäytäntö	o	ö	14		
48911	oikeuslaitos	o	s	12		
48912	oikeuslingvistiikka	o	a	19		
48913	oikeuslääketiede	o	e	16		
48914	oikeuslääketieteellinen	o	n	23		
48915	oikeuslääkäri	o	i	13		
48916	oikeusministeri	o	i	15		
48917	oikeusministeriö	o	ö	16		
48918	oikeusmurha	o	a	11		
48919	oikeusneuvos	o	s	12		
48920	oikeusneuvosmies	o	s	16		
48921	oikeusnormi	o	i	11		
48922	oikeusnotaari	o	i	13		
48923	oikeusohje	o	e	10		
48924	oikeusoppinut	o	t	13		
48925	oikeuspormestari	o	i	16		
48926	oikeuspsykiatria	o	a	16		
48927	oikeussali	o	i	10		
48928	oikeusseuraamus	o	s	15		
48929	oikeusseuraus	o	s	13		
48930	oikeussuoja	o	a	11		
48931	oikeussäännös	o	s	13		
48932	oikeustaistelu	o	u	14		
48933	oikeustaju	o	u	10		
48934	oikeustalo	o	o	10		
48935	oikeustapahtuma	o	a	15		
48936	oikeustapaus	o	s	12		
48937	oikeusteitse	o	e	12		
48938	oikeusteko	o	o	10		
48939	oikeustie	o	e	9		
48940	oikeustiede	o	e	11		
48941	oikeustieteellinen	o	n	18		
48942	oikeustieteilijä	o	ä	16		
48943	oikeustoimenpide	o	e	16		
48944	oikeustoimi	o	i	11		
48945	oikeustoimikelpoinen	o	n	20		
48946	oikeustoimikelpoisuus	o	s	21		
48947	oikeusturva	o	a	11		
48948	oikeustutkinto	o	o	14		
48949	oikeusupseeri	o	i	13		
48950	oikeusvaikutus	o	s	14		
48951	oikeusvaltio	o	o	12		
48952	oikeusviranomainen	o	n	18		
48953	oikeusvoima	o	a	11		
48954	oikeusvoimainen	o	n	15		
48955	oikeutettu	o	u	10		
48956	oikeutetusti	o	i	12		
48957	oikeuttaa	o	a	9		
48958	oikeutus	o	s	8		
48959	oikku	o	u	5		
48960	oikkuilija	o	a	10		
48961	oikkuilla	o	a	9		
48962	oikkuilu	o	u	8		
48963	oikoa	o	a	5		
48964	oikohöylä	o	ä	9		
48965	oikoilla	o	a	8		
48966	oikoinen	o	n	8		
48967	oikoisenaan	o	n	11		
48968	oikokulma	o	a	9		
48969	oikolasku	o	u	9		
48970	oikolukija	o	a	10		
48971	oikoluku	o	u	8		
48972	oikomishoito	o	o	12		
48973	oikonoja	o	a	8		
48974	oikonousu	o	u	9		
48975	oikopolku	o	u	9		
48976	oikopäätä	o	ä	9		
48977	oikoriipunta	o	a	12		
48978	oikosulkea	o	a	10		
48979	oikosulku	o	u	9		
48980	oikosulkuvirta	o	a	14		
48981	oikosäärinen	o	n	12		
48982	oikoteitse	o	e	10		
48983	oikotie	o	e	7		
48984	oikovedos	o	s	9		
48985	oikukas	o	s	7		
48986	oikukkaasti	o	i	11		
48987	oikukkuus	o	s	9		
48988	oikullinen	o	n	10		
48989	oikullisesti	o	i	12		
48990	oikullisuus	o	s	11		
48991	oikutella	o	a	9		
48992	oikuttelija	o	a	11		
48993	oikuttelu	o	u	9		
48994	oinas	o	s	5		
48995	oionta	o	a	6		
48996	oire	o	e	4		
48997	oirearvo	o	o	8		
48998	oireellinen	o	n	11		
48999	oireenmukainen	o	n	14		
49000	oireeton	o	n	8		
49001	oirehtia	o	a	8		
49002	oireilla	o	a	8		
49003	oireilu	o	u	7		
49004	oireinen	o	n	8		
49005	oireisto	o	o	8		
49006	oireyhtymä	o	ä	10		
49007	oitis	o	s	5		
49008	oiva	o	a	4		
49009	oivallinen	o	n	10		
49010	oivallisesti	o	i	12		
49011	oivallisuus	o	s	11		
49012	oivallus	o	s	8		
49013	oivalluskyky	o	y	12		
49014	oivaltaa	o	a	8		
49015	oja	o	a	3		
49016	ojaanajo	o	o	8		
49017	oja-aura	o	a	8		
49018	ojajyrsin	o	n	9		
49019	ojakellukka	o	a	11		
49020	ojakärsämö	o	ö	10		
49021	ojalapio	o	o	8		
49022	ojankaivaja	o	a	11		
49023	ojankaivu	o	u	9		
49024	ojanpenkka	o	a	10		
49025	ojanpiennar	o	r	11		
49026	ojanvarsi	o	i	9		
49027	ojasto	o	o	6		
49028	ojavalo	o	o	7		
49029	ojennella	o	a	9		
49030	ojennus	o	s	7		
49031	ojennusliike	o	e	12		
49032	ojentaa	o	a	7		
49033	ojentaja	o	a	8		
49034	ojentajalihas	o	s	13		
49035	ojentautua	o	a	10		
49036	ojentua	o	a	7		
49037	ojikko	o	o	6		
49038	ojittaa	o	a	7		
49039	ojitus	o	s	6		
49040	ojolla	o	a	6		
49041	ojollaan	o	n	8		
49042	ojolle	o	e	6		
49043	ojolleen	o	n	8		
49044	ojoon	o	n	5		
49045	ojossa	o	a	6		
49046	ojuke	o	e	5		
49047	ojukepistiäinen	o	n	15		
49048	OK	O	K	2		
49049	oka	o	a	3		
49050	okahaarake	o	e	10		
49051	okainen	o	n	7		
49052	okakuusi	o	i	8		
49053	okariina	o	a	8		
49054	okasolu	o	u	7		
49055	okei	o	i	4		
49056	okkultismi	o	i	10		
49057	okkultisti	o	i	10		
49058	okkulttinen	o	n	11		
49059	okra	o	a	4		
49060	okra	o	a	4		
49061	okrankeltainen	o	n	14		
49062	okranväri	o	i	9		
49063	okranvärinen	o	n	12		
49064	oksa	o	a	4		
49065	oksaalihappo	o	o	12		
49066	oksahanka	o	a	9		
49067	oksainen	o	n	8		
49068	oksaisuus	o	s	9		
49069	oksakas	o	s	7		
49070	oksakiehkura	o	a	12		
49071	oksalakka	o	a	9		
49072	oksanhaara	o	a	10		
49073	oksanhanka	o	a	10		
49074	oksankanta	o	a	10		
49075	oksanreikä	o	ä	10		
49076	oksapahvi	o	i	9		
49077	oksapaperi	o	i	10		
49078	oksasaha	o	a	8		
49079	oksasakset	o	t	10		
49080	oksasilppuri	o	i	12		
49081	oksastaa	o	a	8		
49082	oksasto	o	o	7		
49083	oksennella	o	a	10		
49084	oksennus	o	s	8		
49085	oksennuspallo	o	o	13		
49086	oksennuttaa	o	a	11		
49087	oksentaa	o	a	8		
49088	oksentelu	o	u	9		
49089	oksete	o	e	6		
49090	oksettaa	o	a	8		
49091	oksetus	o	s	7		
49092	oksetusaine	o	e	11		
49093	oksia	o	a	5		
49094	oksidi	o	i	6		
49095	oksidoida	o	a	9		
49096	oksidoitua	o	a	10		
49097	oksinta	o	a	7		
49098	oksisto	o	o	7		
49099	oktaani	o	i	7		
49100	oktaaniluku	o	u	11		
49101	oktaaninen	o	n	10		
49102	oktaavi	o	i	7		
49103	oktaedri	o	i	8		
49104	oktetti	o	i	7		
49105	oktetto	o	o	7		
49106	okulaari	o	i	8		
49107	olake	o	e	5		
49108	olakkain	o	n	8		
49109	olankohautus	o	s	12		
49110	olas	o	s	4		
49111	oleanteri	o	i	9		
49112	oleellinen	o	n	10		
49113	oleilla	o	a	7		
49114	oleilu	o	u	6		
49115	oleksia	o	a	7		
49116	olemassaolo	o	o	11		
49117	olematon	o	n	8		
49118	olemattomuus	o	s	12		
49119	olemus	o	s	6		
49120	olennainen	o	n	10		
49121	olennaisesti	o	i	12		
49122	olennaisuus	o	s	11		
49123	olento	o	o	6		
49124	oleskella	o	a	9		
49125	oleskelu	o	u	8		
49126	oleskelulupa	o	a	12		
49127	oleskelunurkkaus	o	s	16		
49128	oleskelupaikka	o	a	14		
49129	oleskeluryhmä	o	ä	13		
49130	oleskelutila	o	a	12		
49131	oletettavasti	o	i	13		
49132	olettaa	o	a	7		
49133	olettamus	o	s	9		
49134	oletus	o	s	6		
49135	oletusarvo	o	o	10		
49136	oleva	o	a	5		
49137	olevainen	o	n	9		
49138	olevaisuus	o	s	10		
49139	olevinaan	o	n	9		
49140	oligarkia	o	a	9		
49141	oligarkkinen	o	n	12		
49142	oligopoli	o	i	9		
49143	oliivi	o	i	6		
49144	oliivinvihreä	o	ä	13		
49145	oliivipuu	o	u	9		
49146	oliiviöljy	o	y	10		
49147	olija	o	a	5		
49148	olinpaikka	o	a	10		
49149	olio	o	o	4		
49150	oljenkeltainen	o	n	14		
49151	oljenkorsi	o	i	10		
49152	oljenvaalea	o	a	11		
49153	olka	o	a	4		
49154	olka-akseli	o	i	11		
49155	olkahihna	o	a	9		
49156	olkaimellinen	o	n	13		
49157	olkaiminen	o	n	10		
49158	olkain	o	n	6		
49159	olkalaukku	o	u	10		
49160	olkalihas	o	s	9		
49161	olkalinja	o	a	9		
49162	olkaluu	o	u	7		
49163	olkanauha	o	a	9		
49164	olkanivel	o	l	9		
49165	olkapää	o	ä	7		
49166	olkatappi	o	i	9		
49167	olkatoppaus	o	s	11		
49168	olkavarsi	o	i	9		
49169	olki	o	i	4		
49170	olkihattu	o	u	9		
49171	olkihimmeli	o	i	11		
49172	olkikatto	o	o	9		
49173	olkikattoinen	o	n	13		
49174	olkikukka	o	a	9		
49175	olkileipä	o	ä	9		
49176	olkinen	o	n	7		
49177	olkipaali	o	i	9		
49178	olkipelletti	o	i	12		
49179	olkipuriste	o	e	11		
49180	olkityö	o	ö	7		
49181	olla	o	a	4		
49182	ollenkaan	o	n	9		
49183	olletikaan	o	n	10		
49184	olletikin	o	n	9		
49185	olmi	o	i	4		
49186	olo	o	o	3		
49187	oloaika	o	a	7		
49188	oloasu	o	u	6		
49189	olohuone	o	e	8		
49190	oloinen	o	n	7		
49191	olomuoto	o	o	8		
49192	oloneuvos	o	s	9		
49193	olonurkka	o	a	9		
49194	olonurkkaus	o	s	11		
49195	olosija	o	a	7		
49196	olosuhteet	o	t	10		
49197	olotila	o	a	7		
49198	oltavat	o	t	7		
49199	oltermanni	o	i	10		
49200	oluenjuonti	o	i	11		
49201	oluenmyynti	o	i	11		
49202	oluenpano	o	o	9		
49203	oluenvalmistus	o	s	14		
49204	olut	o	t	4		
49205	oluthana	o	a	8		
49206	oluthiiva	o	a	9		
49207	oluthumala	o	a	10		
49208	olutjuoppo	o	o	10		
49209	olutkapakka	o	a	11		
49210	olutkolpakko	o	o	12		
49211	olutkori	o	i	8		
49212	olutlasi	o	i	8		
49213	olutmakkara	o	a	11		
49214	olutpanimo	o	o	10		
49215	olutpullo	o	o	9		
49216	olutravintola	o	a	13		
49217	oluttankki	o	i	10		
49218	olutteltta	o	a	10		
49219	oluttuoppi	o	i	10		
49220	oluttupa	o	a	8		
49221	oluttynnyri	o	i	11		
49222	oluttölkki	o	i	10		
49223	olvi	o	i	4		
49224	olympia-aate	o	e	12		
49225	olympiadi	o	i	9		
49226	olympiaedustaja	o	a	15		
49227	olympiaedustus	o	s	14		
49228	olympiaennätys	o	s	14		
49229	olympiafanfaari	o	i	15		
49230	olympiahopea	o	a	12		
49231	olympiahymni	o	i	12		
49232	olympiajoukkue	o	e	14		
49233	olympiakarsinta	o	a	15		
49234	olympiakatsastus	o	s	16		
49235	olympiakesä	o	ä	11		
49236	olympiakisat	o	t	12		
49237	olympiakomitea	o	a	14		
49238	olympiakulta	o	a	12		
49239	olympiakylä	o	ä	11		
49240	olympialaiset	o	t	13		
49241	olympialaji	o	i	11		
49242	olympialiike	o	e	12		
49243	olympialippu	o	u	12		
49244	olympiamitali	o	i	13		
49245	olympiapronssi	o	i	14		
49246	olympiarenkaat	o	t	14		
49247	olympiasoihtu	o	u	13		
49248	olympiastadion	o	n	14		
49249	olympiatuli	o	i	11		
49250	olympiavala	o	a	11		
49251	olympiavalmennus	o	s	16		
49252	olympiavene	o	e	11		
49253	olympiavoittaja	o	a	15		
49254	olympiavoitto	o	o	13		
49255	olympiavuosi	o	i	12		
49256	olympolainen	o	n	12		
49257	oma	o	a	3		
49258	oma-aloitteinen	o	n	15		
49259	oma-aloitteisesti	o	i	17		
49260	oma-aloitteisuus	o	s	16		
49261	omaehtoinen	o	n	11		
49262	omaehtoisesti	o	i	13		
49263	omaehtoisuus	o	s	12		
49264	omaelämäkerrallinen	o	n	19		
49265	omaelämäkerta	o	a	13		
49266	omaharkintainen	o	n	15		
49267	omahoitaja	o	a	10		
49268	omahoito	o	o	8		
49269	omahyväinen	o	n	11		
49270	omahyväisesti	o	i	13		
49271	omahyväisyys	o	s	12		
49272	omailmeinen	o	n	11		
49273	omainen	o	n	7		
49274	omainen	o	n	7		
49275	omaisesti	o	i	9		
49276	omaishoitaja	o	a	12		
49277	omaishoito	o	o	10		
49278	omaisryhmä	o	ä	10		
49279	omaistenpäivä	o	ä	13		
49280	omaisuudenhoitoyhtiö	o	ö	20		
49281	omaisuudenjako	o	o	14		
49282	omaisuudensiirto	o	o	16		
49283	omaisuus	o	s	8		
49284	omaisuus	o	s	8		
49285	omaisuusluettelo	o	o	16		
49286	omaisuusrikos	o	s	13		
49287	omaisuustulo	o	o	12		
49288	omaisuusvahinko	o	o	15		
49289	omaisuusvero	o	o	12		
49290	omakehu	o	u	7		
49291	omakielinen	o	n	11		
49292	omakohtainen	o	n	12		
49293	omakohtaisesti	o	i	14		
49294	omakohtaisuus	o	s	13		
49295	omakoti-	o	-	8		
49296	omakotialue	o	e	11		
49297	omakotiasuja	o	a	12		
49298	omakotiasutus	o	s	13		
49299	omakotirakentaja	o	a	16		
49300	omakotirakentaminen	o	n	19		
49301	omakotitalo	o	o	11		
49302	omakotitontti	o	i	13		
49303	omaksua	o	a	7		
49304	omakustanne	o	e	11		
49305	omakustannukset	o	t	15		
49306	omakustannushinta	o	a	17		
49307	omakustannustoiminta	o	a	20		
49308	omakuva	o	a	7		
49309	omakätinen	o	n	10		
49310	omakätisesti	o	i	12		
49311	omalaatuinen	o	n	12		
49312	omalaatuisesti	o	i	14		
49313	omalaatuisuus	o	s	13		
49314	omaleimainen	o	n	12		
49315	omaleimaisuus	o	s	13		
49316	omalääkäri	o	i	10		
49317	omanarvontunto	o	o	14		
49318	omanarvontuntoinen	o	n	18		
49319	omankielinen	o	n	12		
49320	omankädenoikeus	o	s	15		
49321	omanlainen	o	n	10		
49322	omantunnonarka	o	a	14		
49323	omantunnonarkuus	o	s	16		
49324	omantunnonasia	o	a	14		
49325	omantunnonkysymys	o	s	17		
49326	omantunnonsyy	o	y	13		
49327	omantunnontuska	o	a	15		
49328	omantunnonvaiva	o	a	15		
49329	omantunnonvapaus	o	s	16		
49330	omanvoitonpyynti	o	i	16		
49331	omanvoitonpyyntö	o	ö	16		
49332	omapaino	o	o	8		
49333	omaperäinen	o	n	11		
49334	omaperäisesti	o	i	13		
49335	omaperäisyys	o	s	12		
49336	omapohjainen	o	n	12		
49337	omapäinen	o	n	9		
49338	omapäisesti	o	i	11		
49339	omapäisyys	o	s	10		
49340	omarahoitteinen	o	n	15		
49341	omarahoitus	o	s	11		
49342	omarahoitusosuus	o	s	16		
49343	omata	o	a	5		
49344	omatahtoinen	o	n	12		
49345	omatekoinen	o	n	11		
49346	omatoiminen	o	n	11		
49347	omatoimisesti	o	i	13		
49348	omatoimisuus	o	s	12		
49349	omatunto	o	o	8		
49350	omatuotantoinen	o	n	15		
49351	omavalintainen	o	n	14		
49352	omavaloinen	o	n	11		
49353	omavaltainen	o	n	12		
49354	omavaltaisesti	o	i	14		
49355	omavaltaisuus	o	s	13		
49356	omavarainen	o	n	11		
49357	omavaraistaa	o	a	12		
49358	omavaraistalous	o	s	15		
49359	omavaraistua	o	a	12		
49360	omavaraisuus	o	s	12		
49361	omavastuinen	o	n	12		
49362	omavastuisesti	o	i	14		
49363	omavastuu	o	u	9		
49364	omavastuuaika	o	a	13		
49365	omavastuuosuus	o	s	14		
49366	omavelkainen	o	n	12		
49367	omeletti	o	i	8		
49368	omena	o	a	5		
49369	omenahappo	o	o	10		
49370	omenahillo	o	o	10		
49371	omenahyve	o	e	9		
49372	omenakaira	o	a	10		
49373	omenakakku	o	u	10		
49374	omenakirva	o	a	10		
49375	omenakääriäinen	o	n	15		
49376	omenalajike	o	e	11		
49377	omenaleivos	o	s	11		
49378	omenalihavuus	o	s	13		
49379	omenalohko	o	o	10		
49380	omenamehu	o	u	9		
49381	omenankara	o	a	10		
49382	omenankukka	o	a	11		
49383	omenanlohko	o	o	11		
49384	omenanraakile	o	e	13		
49385	omenansiemen	o	n	12		
49386	omenanvihreä	o	ä	12		
49387	omenanviipale	o	e	13		
49388	omenanviljely	o	y	13		
49389	omenapiirakka	o	a	13		
49390	omenapora	o	a	9		
49391	omenapuu	o	u	8		
49392	omena-riisipuuro	o	o	16		
49393	omenarupi	o	i	9		
49394	omenasato	o	o	9		
49395	omenasose	o	e	9		
49396	omenatarha	o	a	10		
49397	omenatorttu	o	u	11		
49398	omenavaras	o	s	10		
49399	omenavarkaisiin	o	n	15		
49400	omenavarkaissa	o	a	14		
49401	omenavarkaista	o	a	14		
49402	omenavartalo	o	o	12		
49403	omenaviina	o	a	10		
49404	omenaviini	o	i	10		
49405	omenaviipale	o	e	12		
49406	ometta	o	a	6		
49407	omia	o	a	4		
49408	omiaan	o	n	6		
49409	omiansa	o	a	7		
49410	omillaan	o	n	8		
49411	omilleen	o	n	8		
49412	ominainen	o	n	9		
49413	ominaisesti	o	i	11		
49414	ominaishaju	o	u	11		
49415	ominaiskäyrä	o	ä	12		
49416	ominaislaatu	o	u	12		
49417	ominaislämpö	o	ö	12		
49418	ominaispaino	o	o	12		
49419	ominaispiirre	o	e	13		
49420	ominaisteho	o	o	11		
49421	ominaisuudennimi	o	i	16		
49422	ominaisuus	o	s	10		
49423	ominaisvastus	o	s	13		
49424	ominaisväri	o	i	11		
49425	omintakeinen	o	n	12		
49426	omintakeisesti	o	i	14		
49427	omintakeisuus	o	s	13		
49428	omistaa	o	a	7		
49429	omistaja	o	a	8		
49430	omistajajohtaja	o	a	15		
49431	omistajanvaihdos	o	s	16		
49432	omistajaohjaus	o	s	14		
49433	omistautua	o	a	10		
49434	omiste	o	e	6		
49435	omisteinen	o	n	10		
49436	omistus	o	s	7		
49437	omistusasunto	o	o	13		
49438	omistushalu	o	u	11		
49439	omistushaluinen	o	n	15		
49440	omistushaluisesti	o	i	17		
49441	omistuskirjoitus	o	s	16		
49442	omistusliite	o	e	12		
49443	omistusliitteellinen	o	n	20		
49444	omistusliitteetön	o	n	17		
49445	omistusliitteinen	o	n	17		
49446	omistusoikeus	o	s	13		
49447	omistuspohja	o	a	12		
49448	omistussuhde	o	e	12		
49449	omituinen	o	n	9		
49450	omituisesti	o	i	11		
49451	omituisuus	o	s	10		
49452	ommel	o	l	5		
49453	ommelkangas	o	s	11		
49454	ommella	o	a	7		
49455	omnipotenssi	o	i	12		
49456	ompele	o	e	6		
49457	ompeleinen	o	n	10		
49458	ompelija	o	a	8		
49459	ompelimo	o	o	8		
49460	ompelu	o	u	6		
49461	ompelukehys	o	s	11		
49462	ompelukone	o	e	10		
49463	ompelukoneöljy	o	y	14		
49464	ompelukori	o	i	10		
49465	ompelulanka	o	a	11		
49466	ompelus	o	s	7		
49467	ompeluseura	o	a	11		
49468	ompelusilkki	o	i	12		
49469	ompelutarvikkeet	o	t	16		
49470	ompeluttaa	o	a	10		
49471	ompelutyö	o	ö	9		
49472	omppu	o	u	5		
49473	onania	o	a	6		
49474	onanoida	o	a	8		
49475	ongelma	o	a	7		
49476	ongelmaiho	o	o	10		
49477	ongelmainen	o	n	11		
49478	ongelmajäte	o	e	11		
49479	ongelmajäteauto	o	o	15		
49480	ongelmajätelaitos	o	s	17		
49481	ongelmakimppu	o	u	13		
49482	ongelmakäyttäjä	o	ä	15		
49483	ongelmakäyttö	o	ö	13		
49484	ongelmalapsi	o	i	12		
49485	ongelmallinen	o	n	13		
49486	ongelmallisesti	o	i	15		
49487	ongelmallisuus	o	s	14		
49488	ongelmalähtöinen	o	n	16		
49489	ongelmanasettelu	o	u	16		
49490	ongelmanuori	o	i	12		
49491	ongelmasyöjä	o	ä	12		
49492	ongelmaton	o	n	10		
49493	ongelmavyyhti	o	i	13		
49494	ongelmisto	o	o	10		
49495	ongenkoho	o	o	9		
49496	ongenkoukku	o	u	11		
49497	ongenvapa	o	a	9		
